id_cliente,nome,email,cpf,telefone,data_nascimento,genero,logradouro,cidade,estado,cep,data_cadastro,updated_at
11088,Luiz Felipe Peixoto,marcos-vinicius52@example.com,973.018.524-79,0500-231-8267,1999-05-24,F,"Colônia de Moura, 16",Vargas de Barros,PE,15593-520,2026-05-01T00:00:00,2026-06-11T00:00:00
11089,Levi Melo,benjaminsantos@example.org,478.165.209-30,(021) 5984-0119,1968-07-27,F,"Feira de Cavalcanti, 5",Albuquerque de Santos,TO,91778-544,2023-07-10T00:00:00,2026-03-07T00:00:00
11090,Lucca Araújo,bmachado@example.net,725.630.814-08,+55 31 7830-7803,1966-03-07,Outro,Viela de Sousa,Nunes de da Rocha,RJ,59203-190,2024-09-11T00:00:00,2025-06-17T00:00:00
11091,Cecilia Moura,vianasamuel@example.com,547.396.102-99,(031) 4492 2818,1953-02-20,F,"Lagoa Vitor Brito, 77",Caldeira Grande,PE,40440-085,2023-12-12T00:00:00,2024-10-25T00:00:00
11092,Dra. Maria Liz Lima,augustomoura@example.net,962.504.187-76,+55 (084) 0040 2724,1961-06-08,M,"Largo Antônio da Mata, 633",Carvalho,MA,22694-448,2025-07-02T00:00:00,2026-06-06T00:00:00
11093,Heitor Teixeira,joao-vitor63@example.net,083.572.491-32,+55 81 2388-9210,2004-02-27,Outro,"Trecho de Porto, 8",Camargo da Mata,DF,61435-139,2024-06-10T00:00:00,2025-07-08T00:00:00
11094,João Pedro das Neves,palbuquerque@example.org,736.248.510-71,+55 11 1801-1683,1961-05-29,Outro,"Loteamento de Oliveira, 6",Camargo de Vasconcelos,MT,21568-431,2026-03-11T00:00:00,2026-05-28T00:00:00
11095,Alexandre da Paz,vicente62@example.net,032.461.785-26,(021) 5559-0098,1991-03-20,F,Rodovia Guerra,Silveira de Goiás,MT,87980522,2024-05-25T00:00:00,2024-08-27T00:00:00
11096,Cecília Andrade,thomas09@example.com,942.635.701-70,+55 (021) 6226 0188,1954-10-09,F,"Rodovia de da Cruz, 6",Ramos do Norte,RS,78819-038,2025-06-14T00:00:00,2026-01-06T00:00:00
11097,Srta. Hadassa Costela,olivianascimento@example.net,198.742.365-82,(081) 5815 6050,1990-12-11,Outro,"Parque Arthur Miguel Jesus, 64",Vargas de Minas,GO,37047460,2023-10-23T00:00:00,2024-05-10T00:00:00
11098,Théo Peixoto,brayan57@example.org,130.296.748-78,(031) 0954-0246,1982-08-12,Outro,"Morro de Macedo, 5",da Mota,MG,82834767,2023-01-21T00:00:00,2023-11-29T00:00:00
11099,Isabelly Cassiano,agatha43@example.org,520.619.387-95,+55 (011) 6125-6853,1950-06-16,Outro,"Passarela Cirino, 6",Dias das Pedras,RJ,18090900,2026-04-09T00:00:00,2026-04-10T00:00:00
11100,Murilo Câmara,enzo28@example.net,247.156.938-28,+55 (021) 1338 7900,1977-11-04,Outro,"Vila Vitor Fernandes, 627",da Cunha do Oeste,MG,01533-106,2025-02-07T00:00:00,2025-06-24T00:00:00
11101,Luna Teixeira,ramosluana@example.org,726.309.584-00,(041) 1108-0456,1983-06-21,Outro,"Fazenda Hellena da Luz, 79",Lima,SE,83586-081,2025-03-10T00:00:00,2025-10-10T00:00:00
11102,Lorena Cardoso,evelynmartins@example.org,430.129.685-98,+55 71 9314-5063,2006-05-30,M,"Quadra Henry Moraes, 4",Aragão,RO,97031-549,2025-11-29T00:00:00,2025-12-15T00:00:00
11103,Heloísa Souza,ana-lizmoura@example.net,819.645.372-82,(011) 4997-1786,1978-01-13,M,"Fazenda de da Cunha, 37",Cunha,RJ,66026-439,2026-01-06T00:00:00,2026-02-21T00:00:00
11104,Sr. Apollo Pires,catarina91@example.net,596.247.301-99,+55 (011) 4490-7415,1967-07-07,Outro,"Conjunto Aragão, 52",Santos,SP,54095-962,2023-10-26T00:00:00,2024-06-30T00:00:00
11105,Henry Sales,oliverda-luz@example.com,824.973.510-23,0500 901 0784,1961-10-02,F,"Vereda de Teixeira, 5",Cirino do Galho,PI,48462675,2023-10-07T00:00:00,2024-07-05T00:00:00
11106,Maria Vargas,carvalholuara@example.com,831.527.469-46,+55 (011) 2951-2561,1996-12-31,M,Lago de Freitas,Novaes,AL,48417144,2025-10-01T00:00:00,2025-11-05T00:00:00
11107,Caleb Monteiro,bella67@example.net,782.069.314-22,+55 31 9046-2500,1954-05-11,M,"Alameda de Dias, 736",Fernandes,ES,15594750,2024-04-08T00:00:00,2025-07-30T00:00:00
11108,Srta. Sabrina da Mota,rodrigo30@example.net,589.214.367-82,+55 61 0717 0112,1964-07-27,M,"Quadra Maria Laura Barbosa, 52",Nascimento,MG,32613860,2025-09-22T00:00:00,2026-02-07T00:00:00
11109,Aylla Novaes,gael-henrique44@example.net,615.029.743-80,81 1803-3845,1976-06-03,Outro,"Fazenda Levi Jesus, 64",Oliveira da Praia,PA,84989870,2023-05-12T00:00:00,2024-07-02T00:00:00
11110,Levi Nascimento,isiqueira@example.com,594.738.102-88,(011) 6818-6394,1981-03-26,F,Avenida Maria Julia Fogaça,Oliveira de Silva,RR,18035831,2025-10-04T00:00:00,2026-05-27T00:00:00
11111,Thales Câmara,faragao@example.net,296.853.740-74,61 2227-2530,1958-11-14,F,"Conjunto de Melo, 79",Cassiano da Prata,PE,11225491,2025-12-02T00:00:00,2026-02-23T00:00:00
11112,Igor Cirino,nicole63@example.org,397.268.401-04,41 9444-9173,2006-02-23,F,Largo Vasconcelos,Aparecida,SE,38848-132,2024-05-15T00:00:00,2024-07-06T00:00:00
11113,André da Cruz,wmontenegro@example.org,749.152.630-61,+55 (061) 7002 1988,1987-05-15,Outro,"Pátio Cardoso, 683",Ferreira,MG,06588210,2024-11-06T00:00:00,2025-10-07T00:00:00
11114,Amanda Lopes,peixotoana-sophia@example.org,901.678.453-57,0300-761-9748,1970-06-18,Outro,"Colônia de Pires, 91",Cassiano de Jesus,MG,50719-034,2024-10-28T00:00:00,2026-01-31T00:00:00
11115,Gael Mendes,pereiramaria-alice@example.org,591.248.607-94,81 6449-7002,2000-03-29,F,"Colônia Erick da Rocha, 2",Freitas,PE,21714-002,2025-01-31T00:00:00,2026-03-29T00:00:00
11116,Yasmin da Rocha,danielramos@example.com,521.609.783-02,+55 11 7118-4892,1979-02-07,Outro,"Setor Manuela Rios, 99",Santos,AC,24946675,2025-02-28T00:00:00,2025-12-12T00:00:00
11117,Raquel Melo,ysantos@example.net,079.432.815-60,+55 61 9193 3776,1975-03-10,F,Rodovia de Guerra,Silva das Flores,AP,19562-302,2023-04-21T00:00:00,2025-04-12T00:00:00
11118,Maria Eduarda da Conceição,da-motajoaquim@example.net,670.415.982-76,(071) 0959-6832,1982-10-27,F,"Estação de Souza, 49",Pacheco,RS,10872-385,2023-09-27T00:00:00,2026-04-22T00:00:00
11119,Dante Vieira,nandrade@example.com,136.842.597-64,+55 41 2365 4690,2003-09-22,F,Conjunto Daniela Santos,Nunes da Serra,RS,88722-985,2025-09-07T00:00:00,2026-04-12T00:00:00
11120,Dr. Gael Garcia,eduardasantos@example.org,398.542.067-00,+55 61 8342-0619,1959-08-05,F,"Loteamento Lucas Rios, 9",Pinto,DF,24227035,2024-06-07T00:00:00,2026-02-13T00:00:00
11121,Bruno Barros,rebeca07@example.org,145.673.829-19,0500 968 9290,2004-11-07,M,"Trecho Thiago Porto, 300",Pinto,PB,38772255,2025-04-28T00:00:00,2025-08-20T00:00:00
11122,Sr. Danilo Pereira,ana-beatriz20@example.com,384.917.562-64,31 8645 6394,1954-08-16,F,Travessa Casa Grande,Ramos,AM,45343142,2023-03-16T00:00:00,2025-04-06T00:00:00
11123,Dom Costela,almeidacarlos-eduardo@example.net,561.380.724-80,+55 21 4643-0805,1977-09-23,F,Praça Melina Moura,Rios de Santos,DF,71969580,2024-06-06T00:00:00,2025-08-24T00:00:00
11124,Rebeca Aragão,qandrade@example.org,938.576.140-48,61 7231-1390,2002-02-27,M,"Quadra Pimenta, 98",Moreira,AL,43760718,2024-05-29T00:00:00,2025-02-12T00:00:00
11125,Gustavo Henrique Cirino,laura97@example.net,318.972.564-00,81 7779 6807,1964-11-19,M,"Núcleo Pastor, 71",Teixeira,AP,55972-724,2023-05-06T00:00:00,2024-12-23T00:00:00
11126,Josué Costela,giovanna83@example.com,074.381.652-80,(071) 8325 4896,2006-05-28,F,"Avenida de Pires, 66",Castro,GO,78065411,2025-11-10T00:00:00,2026-02-28T00:00:00
11127,Henrique Ferreira,valentimmontenegro@example.net,127.569.384-91,+55 (071) 9995 6568,1988-11-15,F,"Conjunto de Cavalcanti, 92",Silveira,BA,41814577,2025-07-22T00:00:00,2025-09-11T00:00:00
11128,Sra. Laura da Conceição,otto19@example.net,437.601.285-80,(051) 6248 5937,1997-07-09,F,"Campo Mirella Santos, 7",Oliveira da Mata,AP,46806-370,2023-04-14T00:00:00,2024-09-06T00:00:00
11129,Ana Lívia Porto,mateus89@example.net,569.321.847-37,+55 31 7439 3754,2001-12-13,Outro,"Feira Garcia, 937",Teixeira de Leão,PE,52959723,2026-03-22T00:00:00,2026-04-02T00:00:00
11130,Dr. Pedro Miguel Fogaça,joao-gabrielmelo@example.net,372.840.916-22,+55 (081) 9382 4507,1998-04-28,F,"Via Evelyn Leão, 696",Viana da Prata,PA,28385-471,2024-12-12T00:00:00,2025-01-03T00:00:00
11131,Rodrigo Ribeiro,hteixeira@example.com,213.875.406-53,(031) 5827-0077,1972-06-19,M,"Loteamento de Rezende, 335",Cirino,ES,70425-069,2025-02-05T00:00:00,2025-12-23T00:00:00
11132,Ana Beatriz Campos,ana-julia53@example.org,384.952.071-41,21 1825 2526,1967-05-03,Outro,"Rua Bárbara Moreira, 51",da Cruz de Goiás,MT,22523339,2024-04-03T00:00:00,2025-02-21T00:00:00
11133,Sra. Zoe Pimenta,qvieira@example.net,845.730.912-97,0900 876 8962,1958-04-29,M,"Favela Monteiro, 6",Peixoto,RS,55891171,2023-04-12T00:00:00,2026-04-28T00:00:00
11134,Maria Júlia Sá,imoreira@example.org,138.095.762-12,71 2603 4377,1952-07-13,M,Condomínio de Rodrigues,Fonseca da Mata,TO,76701-426,2024-06-22T00:00:00,2024-12-31T00:00:00
11135,Davi Luiz Leão,lfogaca@example.net,941.750.326-06,84 4546-9632,1987-06-13,Outro,Aeroporto Isadora Ferreira,Ferreira,PE,39686509,2024-01-16T00:00:00,2026-01-11T00:00:00
11136,Luiz Henrique da Rocha,pedro-miguel01@example.net,207.831.654-71,+55 (081) 6278-2353,2007-09-04,F,Esplanada Davi Lucas da Costa,Duarte Alegre,RR,08198-050,2025-09-01T00:00:00,2026-04-05T00:00:00
11137,Ayla Siqueira,taragao@example.org,752.960.831-21,0900 082 7364,1994-12-31,F,"Recanto de Santos, 35",da Mota do Amparo,RO,41013887,2024-02-24T00:00:00,2024-09-01T00:00:00
11138,Larissa Freitas,costajoao-vitor@example.net,674.580.319-48,(031) 0533 7503,1983-09-07,Outro,"Ladeira Barbosa, 697",Souza,AL,58802091,2026-04-25T00:00:00,2026-06-08T00:00:00
11139,Sarah Ramos,wda-mota@example.org,624.598.701-67,+55 (021) 9418 4733,1970-06-02,M,"Alameda Henry Gabriel Ramos, 74",Jesus de Guerra,DF,37268025,2024-07-25T00:00:00,2024-12-03T00:00:00
11140,Kevin Vasconcelos,maria-luizalima@example.org,718.425.093-14,84 2297 9686,1967-06-22,M,Lago Souza,Oliveira das Pedras,MG,73349927,2026-01-27T00:00:00,2026-02-20T00:00:00
11141,Sr. Bernardo Pastor,theodoroborges@example.net,752.381.046-26,31 1654 8956,1982-03-18,Outro,Chácara Alexandre Nogueira,Cardoso do Norte,AP,83295-487,2023-03-25T00:00:00,2026-01-23T00:00:00
11142,Sr. Pietro Almeida,thales55@example.com,605.139.427-34,0900-383-5000,1987-04-12,M,"Lagoa Fonseca, 20",Fogaça de Goiás,MS,21216323,2025-10-02T00:00:00,2025-10-13T00:00:00
11143,Samuel Costa,cardosojoao-vitor@example.net,536.719.804-00,+55 (081) 3733 9538,1952-11-30,Outro,Recanto de Albuquerque,Nogueira de da Paz,AP,78342191,2023-11-06T00:00:00,2024-03-14T00:00:00
11144,Sra. Sarah Rezende,maria-luisacardoso@example.net,709.468.512-20,(041) 6309 9297,2004-05-10,F,"Travessa Sales, 6",Macedo dos Dourados,PB,66105828,2025-12-18T00:00:00,2026-02-24T00:00:00
11145,Nicolas Sá,halmeida@example.com,648.271.539-73,61 7691 7067,1974-05-14,F,Trevo Davi Lucca da Rosa,da Paz Verde,MS,93190846,2024-08-28T00:00:00,2026-04-14T00:00:00
11146,Isadora Costa,ana-beatrizda-rocha@example.com,652.091.348-06,0900-907-6249,2007-04-12,F,"Lago da Cruz, 10",Pereira de Costa,BA,38112057,2026-05-10T00:00:00,2026-05-11T00:00:00
11147,Luna da Rosa,ssales@example.com,891.270.356-03,(011) 6456-5409,1972-10-10,Outro,Conjunto Cunha,Camargo das Pedras,CE,94338-693,2025-08-26T00:00:00,2025-09-04T00:00:00
11148,Júlia Moura,limabenjamin@example.org,529.310.786-03,+55 21 1755-6133,1999-02-20,M,"Trecho Giovanna Peixoto, 52",Melo da Serra,AM,75663-495,2024-12-20T00:00:00,2026-03-04T00:00:00
11149,Catarina Machado,xcampos@example.com,638.071.954-75,0500 143 3536,1957-05-28,F,Viaduto Souza,Carvalho,PE,41816791,2024-08-16T00:00:00,2025-03-24T00:00:00
11150,Maria Alice da Cunha,calebeaparecida@example.org,681.324.590-24,+55 (041) 6824-6904,1982-01-15,F,"Setor Moreira, 3",Pimenta de Pastor,AC,60296893,2024-02-01T00:00:00,2024-03-17T00:00:00
11151,Júlia Freitas,davi44@example.com,431.097.825-88,+55 84 1712-6232,1969-03-18,Outro,"Lago Bernardo Gonçalves, 79",Sá,SC,28851-761,2025-09-18T00:00:00,2026-05-21T00:00:00
11152,Eloá Moraes,montenegrocaue@example.net,768.402.931-22,+55 (061) 3359-5096,1991-12-14,M,"Viaduto de Rezende, 46",Correia,AL,71253884,2025-01-20T00:00:00,2025-03-24T00:00:00
11153,Arthur Miguel Souza,alexiasiqueira@example.org,931.408.725-50,+55 (011) 5259 9388,1982-08-04,M,"Setor André Viana, 20",Vasconcelos,RN,89354-918,2025-05-26T00:00:00,2025-07-04T00:00:00
11154,Srta. Laura da Mota,gustavo66@example.com,156.329.470-25,(021) 6574-4889,1963-05-28,M,"Favela de Pires, 77",Moura,AM,80129-478,2023-11-10T00:00:00,2026-05-16T00:00:00
11155,Sra. Stephany Caldeira,goliveira@example.org,734.618.092-50,+55 (011) 8465 6400,1995-08-02,Outro,"Loteamento Pinto, 55",Guerra de Ferreira,PB,42625-278,2025-04-02T00:00:00,2026-01-08T00:00:00
11156,Luara Souza,leandroleao@example.net,640.957.821-02,+55 81 1006 4454,1968-06-13,M,"Avenida de Carvalho, 3",Pastor,TO,45166087,2024-08-11T00:00:00,2025-07-24T00:00:00
11157,Ana Julia Monteiro,da-conceicaojoao-gabriel@example.net,245.307.198-04,0900-149-7185,1995-06-18,F,"Avenida Rael Campos, 645",Jesus de Pereira,PB,00158-006,2025-07-30T00:00:00,2025-09-24T00:00:00
11158,Sarah Gonçalves,theodoro00@example.org,084.739.152-32,81 6279 1200,1992-11-29,M,"Setor de Silveira, 18",da Conceição,MA,85775-132,2024-05-04T00:00:00,2024-10-09T00:00:00
11159,Ravi Lucca Ramos,amelo@example.com,897.203.154-23,0900-865-8052,1965-06-29,Outro,"Loteamento Olívia da Rosa, 49",Cirino,BA,10078142,2024-05-18T00:00:00,2024-08-10T00:00:00
11160,Dra. Yasmin Gomes,daniel71@example.org,043.156.287-35,+55 81 3276 3540,1971-07-27,M,"Distrito Ana Clara Pinto, 566",Leão de Barros,SE,03433624,2025-06-27T00:00:00,2025-11-18T00:00:00
11161,Isadora Machado,krodrigues@example.net,024.876.315-62,(061) 5968-2689,1992-11-21,F,"Ladeira da Mota, 65",Albuquerque do Galho,PA,74306-442,2023-06-28T00:00:00,2024-06-29T00:00:00
11162,Léo Novais,xda-mata@example.com,728.510.436-17,+55 (021) 5321-7864,1983-08-24,F,"Jardim Fogaça, 25",Lopes de Nascimento,AL,01932459,2025-04-22T00:00:00,2025-10-18T00:00:00
11163,Dr. Vitor Almeida,fariasmaria-cecilia@example.net,954.603.127-52,(061) 5231-3915,1982-06-17,M,"Via Pietro Sampaio, 81",Silva,MG,80453047,2023-12-26T00:00:00,2024-08-08T00:00:00
11164,Srta. Allana Souza,luiz-miguelcunha@example.org,730.284.951-04,+55 84 3047 8878,1954-04-24,F,"Vereda Santos, 93",Borges,MT,69514510,2023-06-27T00:00:00,2025-10-21T00:00:00
11165,Srta. Maria Eduarda Alves,isaacramos@example.com,529.714.638-00,(051) 9013-7151,2004-10-18,F,Lagoa Monteiro,Porto da Praia,SP,37859941,2025-11-10T00:00:00,2025-11-15T00:00:00
11166,Breno Alves,correiajulia@example.net,785.623.109-21,+55 (071) 3055-0902,2006-11-17,F,"Setor de da Costa, 77",Marques de Nogueira,MT,84892435,2023-10-26T00:00:00,2024-07-08T00:00:00
11167,Amanda Moura,melokamilly@example.com,291.345.086-51,61 7763 8002,2004-07-08,M,Passarela Gabrielly da Conceição,Ramos,PA,42022083,2024-11-10T00:00:00,2025-10-22T00:00:00
11168,Ian Rezende,msampaio@example.org,820.567.143-53,+55 41 8877 6987,1975-10-30,M,"Residencial de Pacheco, 92",Casa Grande,RO,13410442,2025-07-24T00:00:00,2025-10-03T00:00:00
11169,André Campos,garciaalexia@example.org,849.023.561-98,(021) 0542-7030,1981-01-30,Outro,"Largo de Nunes, 2",Azevedo,PR,58251-982,2024-05-10T00:00:00,2025-06-28T00:00:00
11170,Ana Luiza Aragão,zleao@example.org,205.319.678-59,+55 11 3499 2586,1971-03-01,F,Passarela Guerra,Pastor de da Cruz,SC,56454441,2023-04-28T00:00:00,2024-02-16T00:00:00
11171,Bento Cunha,aparecidaemanuel@example.com,026.173.485-71,+55 51 4618 4564,1971-08-10,M,"Praia Luiza Almeida, 23",Rezende,AC,56061362,2024-10-05T00:00:00,2025-01-28T00:00:00
11172,José Câmara,wcarvalho@example.org,051.982.437-79,+55 (021) 8911-1897,1964-05-02,Outro,"Viela de Gonçalves, 38",Brito de Ferreira,PR,29929-556,2024-12-30T00:00:00,2026-03-22T00:00:00
11173,João Felipe Cavalcante,aragaoolivia@example.org,197.326.850-77,(061) 3050-3682,1983-04-05,Outro,"Praça Mendonça, 90",Leão,AC,54058924,2023-03-27T00:00:00,2025-08-15T00:00:00
11174,Heloisa Castro,arthur-gabrielmendes@example.org,218.975.063-68,(041) 4724 9248,1965-02-09,M,Residencial de Vargas,Vasconcelos Grande,SP,51405778,2024-10-15T00:00:00,2026-01-31T00:00:00
11175,Lucca Nunes,camaraanthony@example.net,357.804.619-10,0300 144 6896,1962-12-24,M,"Favela Pietra Correia, 949",Nogueira,RR,77354346,2023-05-26T00:00:00,2024-05-24T00:00:00
11176,Benjamim Almeida,maria-liz31@example.org,107.683.524-44,(031) 1922-5675,1988-08-18,F,"Via João Felipe Cirino, 20",Carvalho das Flores,PB,34627625,2025-12-06T00:00:00,2025-12-29T00:00:00
11177,Sr. Matteo Pastor,emanuellarocha@example.com,283.679.504-29,+55 (011) 9205-8673,2000-09-12,M,Largo Leandro da Rosa,Castro,ES,39824202,2026-05-11T00:00:00,2026-05-23T00:00:00
11178,Valentina Porto,mathiascardoso@example.com,173.984.056-93,(061) 4698-9875,1982-06-06,M,"Estação de Câmara, 5",Rodrigues de Fonseca,RJ,58824-301,2025-01-17T00:00:00,2026-03-02T00:00:00
11179,Carlos Eduardo Sousa,maria-laura90@example.com,721.935.460-61,(041) 6600 2334,2003-06-22,Outro,"Quadra Vasconcelos, 35",Rocha de Pires,ES,61107-582,2024-04-15T00:00:00,2026-06-02T00:00:00
11180,Fernando Almeida,bdias@example.org,567.802.143-53,(031) 2733 6947,1994-08-29,F,"Aeroporto Henrique Brito, 29",Cavalcante,PE,16497179,2023-02-04T00:00:00,2025-03-03T00:00:00
11181,Dr. Calebe da Rosa,viniciusferreira@example.com,819.247.530-14,+55 51 3317 0671,1986-09-02,Outro,"Travessa Cassiano, 26",Sá de Silveira,MT,91311136,2024-07-31T00:00:00,2026-03-19T00:00:00
11182,Sra. Stella Câmara,kamilly54@example.net,142.579.603-61,+55 51 5209 8020,1976-07-08,F,"Campo Casa Grande, 297",Camargo,PR,81965-423,2023-06-17T00:00:00,2025-10-21T00:00:00
11183,Thomas Campos,framos@example.org,045.872.396-74,+55 11 0650 8960,1996-09-30,Outro,"Estação Joaquim Cavalcante, 86",Pimenta,MA,04106-316,2023-04-25T00:00:00,2025-10-16T00:00:00
11184,Ravi Marques,cunhavalentina@example.com,289.753.061-86,41 5003-1661,1950-06-20,M,"Vale de Pinto, 884",Aragão de Minas,RR,44876-521,2024-01-21T00:00:00,2024-06-17T00:00:00
11185,Luna Carvalho,joao-vitor26@example.net,947.320.615-16,0900-480-5743,1983-08-26,M,"Residencial de Cardoso, 216",Sales,BA,12809-198,2025-12-17T00:00:00,2026-02-13T00:00:00
11186,Anthony Gabriel Leão,ngomes@example.org,076.584.329-38,(071) 3327 0830,1960-05-03,F,"Setor Rafaela Gonçalves, 747",da Mota do Galho,RO,28692-908,2024-07-09T00:00:00,2025-01-05T00:00:00
11187,Olivia Azevedo,araujomiguel@example.net,326.914.085-15,(081) 4905-6125,1988-04-20,Outro,"Quadra João Pedro Lima, 6",Moraes,PE,94753689,2024-06-26T00:00:00,2025-08-22T00:00:00
11188,Dra. Maria Clara Pereira,goncalvesmarina@example.com,567.841.390-20,21 3329 3800,1962-08-25,Outro,"Loteamento Ana Cecília Pinto, 4",Campos,AM,51884158,2024-11-15T00:00:00,2025-10-19T00:00:00
11189,Rhavi Monteiro,maria-sophiada-mata@example.com,486.930.512-70,31 2879 0178,2005-03-03,M,"Trecho Melo, 80",Gonçalves,SC,95564-061,2026-03-20T00:00:00,2026-03-23T00:00:00
11190,Hadassa Duarte,isabelamachado@example.net,389.642.570-65,+55 81 6111-5617,1977-03-06,M,"Ladeira de Campos, 89",Rios dos Dourados,SP,50032-003,2023-03-12T00:00:00,2024-11-24T00:00:00
11191,Bento Cardoso,carlos-eduardoborges@example.org,521.764.980-11,(071) 3919 1065,1997-03-25,Outro,Distrito Ana Beatriz Guerra,Fernandes,MA,71241-903,2023-05-13T00:00:00,2025-03-04T00:00:00
11192,Mariane Borges,larapastor@example.com,136.590.472-52,0900 851 5100,1991-03-17,M,"Vila de Câmara, 88",Rodrigues,SP,61991-108,2026-01-19T00:00:00,2026-05-28T00:00:00
11193,Nicole Nogueira,ryan00@example.net,123.946.750-80,84 4071-2916,2006-10-04,M,Via Josué Castro,Rios,RN,46456747,2024-10-09T00:00:00,2025-01-17T00:00:00
11194,Dr. Josué Pinto,gabriela48@example.net,362.948.705-00,41 6551 1135,2002-05-05,F,"Distrito de Castro, 27",Gonçalves do Amparo,MG,03027296,2024-03-29T00:00:00,2024-10-09T00:00:00
11195,Luiz Felipe Mendes,ana-sophiaduarte@example.org,862.357.091-02,+55 81 1141 7286,1967-07-03,M,"Fazenda Ana Liz Araújo, 74",Moreira,ES,04156961,2025-01-17T00:00:00,2026-01-22T00:00:00
11196,Matheus Marques,liamjesus@example.com,236.980.514-51,+55 51 7142 7813,1961-08-20,M,"Rodovia Gustavo Casa Grande, 9",Melo,AC,39504631,2025-05-03T00:00:00,2025-08-14T00:00:00
11197,Hadassa Cassiano,zcampos@example.net,546.078.213-90,0900 538 1817,1961-12-12,Outro,Fazenda de Guerra,Leão Alegre,SP,07759651,2024-10-08T00:00:00,2026-02-13T00:00:00
11198,Luísa Moreira,gustavo-henriquepeixoto@example.org,304.261.785-80,+55 (051) 1573-8644,2002-10-14,F,"Alameda Aparecida, 889",da Conceição,DF,35316-173,2025-01-24T00:00:00,2026-01-17T00:00:00
11199,Valentim Fernandes,da-pazdavi-luiz@example.net,764.591.028-30,11 8079-4766,1984-08-28,M,Ladeira Gabrielly Rocha,da Rocha,RJ,01327-164,2025-08-11T00:00:00,2025-09-07T00:00:00
11200,Vitor Gabriel Campos,oliveirajose@example.org,216.905.738-21,71 5210-8446,1954-01-27,M,"Residencial Lívia Camargo, 38",Castro,MG,91762136,2026-01-11T00:00:00,2026-03-24T00:00:00
11201,Brenda Borges,olivia89@example.org,495.172.638-64,81 9519-2179,1984-10-21,F,Feira de Borges,Santos Alegre,PB,87136-080,2024-06-23T00:00:00,2025-02-16T00:00:00
11202,Maria Flor da Cunha,maria-vitoriamachado@example.com,826.154.390-06,+55 61 9186 1693,1950-12-04,M,"Chácara Carvalho, 4",Lopes,SE,80529418,2023-03-09T00:00:00,2024-01-03T00:00:00
11203,Esther Montenegro,fariasalexia@example.com,327.405.896-38,(011) 5662-5883,1973-10-07,Outro,"Trevo de Fernandes, 62",Casa Grande de Peixoto,GO,67922-795,2025-08-05T00:00:00,2025-08-10T00:00:00
11204,Leandro Sá,snascimento@example.com,451.038.629-05,31 7724 2332,1960-04-27,M,"Aeroporto Teixeira, 87",Duarte Grande,TO,98382449,2025-06-21T00:00:00,2025-07-22T00:00:00
11205,Sophia Silva,luna87@example.com,073.985.614-66,(011) 0446 8746,1967-03-17,Outro,"Ladeira de Pastor, 15",Aparecida,RR,67558782,2024-01-12T00:00:00,2024-12-26T00:00:00
11206,Larissa Silva,cunhajoana@example.org,617.342.895-46,+55 (021) 2947-2982,1955-06-22,Outro,"Morro de Andrade, 39",Casa Grande das Flores,TO,72087-397,2023-12-14T00:00:00,2025-07-01T00:00:00
11207,Lunna Moreira,rodrigobarbosa@example.com,951.042.638-51,+55 21 9840 1367,1997-03-28,Outro,"Loteamento Mendonça, 11",da Costa Alegre,TO,54915-885,2024-04-03T00:00:00,2024-11-06T00:00:00
11208,Dom Almeida,isabelda-mata@example.org,436.281.079-03,+55 (011) 7165-9648,1960-07-29,F,"Fazenda Allana Montenegro, 58",Souza,AP,98076-356,2026-03-03T00:00:00,2026-06-06T00:00:00
11209,Pedro Miguel Aparecida,joao98@example.org,013.874.259-60,+55 (011) 8074-1324,1982-02-19,Outro,"Distrito Fernandes, 71",Peixoto,MS,08888298,2025-07-08T00:00:00,2026-06-01T00:00:00
11210,Allana Freitas,vitor82@example.org,524.376.891-09,+55 21 9039 7462,1998-09-14,M,Sítio Garcia,Sampaio do Oeste,PB,59992-782,2025-02-18T00:00:00,2025-11-15T00:00:00
11211,Oliver Azevedo,cecilia94@example.com,605.742.381-07,(051) 4272 6446,1974-07-06,F,Rodovia Lorena Silva,Lopes,MS,45096924,2025-02-14T00:00:00,2025-12-20T00:00:00
11212,Rael Pastor,ceciliacamargo@example.com,320.681.975-02,0300 939 8978,1993-09-25,Outro,"Quadra Calebe Machado, 7",Araújo,AM,89468-855,2023-03-17T00:00:00,2025-03-12T00:00:00
11213,Benício Rodrigues,da-matafernando@example.org,490.852.137-97,+55 (031) 0469-2416,1958-05-11,Outro,"Sítio de Souza, 10",Brito,ES,25198523,2025-10-07T00:00:00,2026-06-07T00:00:00
11214,Dra. Ana Vitória da Costa,abreuisabelly@example.org,025.431.697-25,(071) 9838-7324,1999-05-15,M,"Esplanada Aparecida, 30",Teixeira de Montenegro,SP,09582-021,2026-02-26T00:00:00,2026-03-28T00:00:00
11215,Vitor Hugo Porto,agathacorreia@example.org,469.520.378-29,+55 81 8411-6997,1964-04-17,Outro,"Rodovia Costela, 93",Moreira,MS,96358-134,2023-05-22T00:00:00,2023-09-16T00:00:00
11216,Carolina Ramos,amoreira@example.com,358.147.206-62,(061) 9355-6761,1997-12-30,F,"Quadra de Oliveira, 3",Gomes,RN,21099-745,2025-01-13T00:00:00,2025-04-08T00:00:00
